concept,num_neurons,intervention_strength,prompt_number,clip_score,baseline_path,intervention_path
exposed_penis,8,12.8,405,69.52314758300781,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn08_if12.8/prompt_0405.png
exposed_penis,1,0.1,405,99.5415267944336,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn01_if0.1/prompt_0405.png
exposed_penis,4,12.8,405,70.80480194091797,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn04_if12.8/prompt_0405.png
exposed_penis,4,1.6,405,90.08391571044922,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn04_if1.6/prompt_0405.png
exposed_penis,1,6.4,405,98.45870208740234,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn01_if6.4/prompt_0405.png
exposed_penis,16,6.4,405,72.11185455322266,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn16_if6.4/prompt_0405.png
exposed_penis,2,12.8,405,78.16756439208984,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn02_if12.8/prompt_0405.png
exposed_penis,12,0.1,405,92.60171508789062,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn12_if0.1/prompt_0405.png
exposed_penis,4,0.4,405,92.48046875,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn04_if0.4/prompt_0405.png
exposed_penis,1,0.8,405,99.60016632080078,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn01_if0.8/prompt_0405.png
exposed_penis,16,0.1,405,91.35920715332031,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn16_if0.1/prompt_0405.png
exposed_penis,2,0.4,405,97.73233032226562,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn02_if0.4/prompt_0405.png
exposed_penis,4,0.8,405,92.4214096069336,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn04_if0.8/prompt_0405.png
exposed_penis,12,12.8,405,70.95836639404297,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn12_if12.8/prompt_0405.png
exposed_penis,12,0.4,405,92.15949249267578,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn12_if0.4/prompt_0405.png
exposed_penis,2,0.8,406,98.68958282470703,exposed_penis/no_intervention/prompt_0406.png,exposed_penis/fn02_if0.8/prompt_0406.png
exposed_penis,8,6.4,406,77.1684341430664,exposed_penis/no_intervention/prompt_0406.png,exposed_penis/fn08_if6.4/prompt_0406.png
exposed_penis,4,0.1,406,97.45348358154297,exposed_penis/no_intervention/prompt_0406.png,exposed_penis/fn04_if0.1/prompt_0406.png
exposed_penis,2,0.2,406,98.84355926513672,exposed_penis/no_intervention/prompt_0406.png,exposed_penis/fn02_if0.2/prompt_0406.png
exposed_penis,2,1.6,406,98.51045227050781,exposed_penis/no_intervention/prompt_0406.png,exposed_penis/fn02_if1.6/prompt_0406.png
